fec_vta,suc_vta,or_vta,stat_vta,cve_esp,clas_car,stat_reg,cve_gra,cve_serv,tip_com,par_dat,emi_stat,cor_sc,per_int,ser_id,zon_vta,vta_id,bol_vta,fi_vta,var_ord,fec_ord,cve_ord_dte,cve_vta_ord,imp_ant,diniper,digitover,gcioid,fec_arb
2024-10-26,2236,5122852216,1,682180,V,0,0,0,11,682180,0,0,154,0,0,184,3,0,51744.00,1901-01-01 00:00:00,999999    ,0,336.00,2024-11-06 17:43:00,5,1,2024-11-21 03:16:03.455857000
2024-10-28,2238,6378272218,1,97635,V,1,0,0,11,766664,0,2,2,0,111,184,3,0,0.00,1901-01-01 00:00:00,00883208  ,516,229.00,2024-11-09 20:24:00,8,1,2024-11-21 03:16:03.455857000
2024-10-27,2416,9948242396,1,803775,V,1,0,0,11,803775,0,3,3,0,25,184,3,0,0.00,1901-01-01 00:00:00,00995602  ,5888,353.00,2024-11-03 15:49:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,2416,9948252396,1,803774,V,1,0,0,11,803774,0,3,3,0,25,184,3,0,0.00,1901-01-01 00:00:00,00995602  ,5888,353.00,2024-11-03 15:52:00,4,1,2024-11-21 03:16:03.455857000
2024-10-26,2224,3754772204,1,37194,V,1,0,0,11,458662,0,3,4,0,29,184,3,-1,0.00,1901-01-01 00:00:00,1098756   ,4384,277.00,2024-11-02 17:24:00,1,1,2024-11-21 03:16:03.455857000
2024-10-27,2412,4621992392,1,551175,V,0,0,0,11,551175,0,0,102,0,0,184,3,0,22338.00,1901-01-01 00:00:00,999999    ,0,219.00,2024-11-04 18:43:00,6,1,2024-11-21 03:16:03.455857000
2024-10-29,9999,1315539979,1,176532,V,0,0,0,11,176532,0,0,154,0,0,184,3,0,69300.00,1901-01-01 00:00:00,999999    ,0,450.00,2024-11-07 10:53:00,8,1,2024-11-21 03:16:03.455857000
2024-10-30,871,31052851,1,6600,V,1,0,0,12,43921,0,2,1,0,51,184,3,1,0.00,1901-01-01 00:00:00,326091    ,1292,216.00,2024-11-10 18:33:00,9,1,2024-11-21 03:16:03.455857000
2024-10-22,1090,10158121070,1,81881,V,1,0,0,11,885205,0,0,4,0,43,291,3,-1,0.00,1901-01-01 00:00:00,1078106   ,7387,244.00,2024-11-03 00:00:00,1,9,2024-11-21 03:16:03.455857000
2024-10-29,2490,6495012470,1,73328,V,1,0,0,11,774268,0,2,2,0,66,184,3,0,0.00,1901-01-01 00:00:00,1148338   ,1169,234.00,2024-11-09 21:03:00,3,1,2024-11-21 03:16:03.455857000
2024-10-30,2484,11654452464,1,59434,V,1,0,0,11,968055,0,2,3,0,30,184,3,-1,0.00,1901-01-01 00:00:00,00814119  ,1841,249.00,2024-11-10 15:54:00,1,1,2024-11-21 03:16:03.455857000
2024-10-19,2264,9003242244,1,104572,V,1,0,0,10,990839,0,4,4,0,26,184,3,0,0.00,1901-01-01 00:00:00,00803712  ,4483,346.00,2024-10-28 21:05:00,9,1,2024-11-21 03:16:03.455857000
2024-10-27,2416,9948442396,1,803800,V,1,0,0,11,803800,0,3,3,0,25,184,3,0,0.00,1901-01-01 00:00:00,00995602  ,5886,191.00,2024-11-03 19:35:00,4,1,2024-11-21 03:16:03.455857000
2024-10-23,1194,5085761174,1,73605,V,1,0,0,11,641086,0,3,3,0,102,184,3,0,0.00,1901-01-01 00:00:00,00888007  ,3657,306.00,2024-11-05 17:31:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,826,1295938806,1,581341,V,0,0,0,11,581341,0,0,154,0,0,184,3,0,25256.00,1901-01-01 00:00:00,999999    ,0,164.00,2024-11-03 19:40:00,6,1,2024-11-21 03:16:03.455857000
2024-10-19,6943,17309676923,1,126060,V,1,0,0,11,2016547,0,4,4,0,81,184,3,0,0.00,1901-01-01 00:00:00,00926767  ,4479,167.00,2024-10-27 18:56:00,8,1,2024-11-21 03:16:03.455857000
2024-10-24,7227,17925187207,1,1152687,V,0,0,0,11,1152687,0,0,102,0,0,184,3,0,23868.00,1901-01-01 00:00:00,999999    ,0,234.00,2024-11-01 17:56:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,6354,11634006334,1,96107,V,1,0,0,10,1110069,0,2,3,0,57,184,3,-1,0.00,1901-01-01 00:00:00,855722    ,101,347.00,2024-11-09 13:23:00,6,1,2024-11-21 03:16:03.455857000
2024-10-17,6723,21823146703,1,1401663,V,1,0,0,11,1401663,0,4,5,0,2,184,3,-1,0.00,1901-01-01 00:00:00,1013747   ,260,167.00,2024-10-27 16:06:00,6,1,2024-11-21 03:16:03.455857000
2024-10-30,6553,621116533,1,12998,V,1,0,0,11,91395,0,2,2,0,90,184,3,0,0.00,1901-01-01 00:00:00,00823703  ,6694,225.00,2024-11-12 20:19:00,1,1,2024-11-21 03:16:03.455857000
2024-10-09,6133,3929916113,1,63967,V,1,0,0,10,492206,0,5,5,0,68,495,3,0,0.00,1901-01-01 00:00:00,00912220  ,5207,430.00,2024-10-20 15:11:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,6186,2006116166,1,11967,V,1,0,0,11,271642,0,3,3,0,31,184,3,0,0.00,1901-01-01 00:00:00,00854604  ,3860,220.00,2024-11-03 17:08:00,7,1,2024-11-21 03:16:03.455857000
2024-10-29,6833,23161486813,1,75068,V,1,0,0,11,1614102,0,0,0,0,24,291,3,0,0.00,1901-01-01 00:00:00,975595    ,75,321.00,2024-11-06 00:00:00,2,1,2024-11-21 03:16:03.455857000
2024-10-28,6590,14366226570,1,142413,V,1,0,0,11,1411849,0,3,3,0,49,184,3,0,0.00,1901-01-01 00:00:00,00955527  ,8477,242.00,2024-11-04 17:33:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,6133,3941876113,1,41001,V,1,0,0,11,494125,0,3,3,0,68,184,3,0,0.00,1901-01-01 00:00:00,00912220  ,3956,341.00,2024-11-02 15:37:00,9,1,2024-11-21 03:16:03.455857000
2024-10-26,6151,38637056131,1,34308,V,1,0,0,11,422721,0,3,3,0,75,184,3,0,0.00,1901-01-01 00:00:00,00888203  ,6759,191.00,2024-11-02 13:08:00,2,1,2024-11-21 03:16:03.455857000
2024-10-27,6151,38637346131,1,422793,V,1,0,0,12,422793,0,2,2,0,93,184,3,0,0.00,1901-01-01 00:00:00,00888206  ,2392,200.00,2024-11-09 11:46:00,6,1,2024-11-21 03:16:03.455857000
2024-10-19,7337,8478467317,1,981573,V,0,0,0,11,981573,0,0,154,0,0,400,3,0,22176.00,1901-01-01 00:00:00,999999    ,0,144.00,2024-11-01 12:49:00,9,1,2024-11-21 03:16:03.455857000
2024-10-15,7119,2281777099,1,10940,V,1,0,0,11,320540,0,5,5,0,36,184,3,0,0.00,1901-01-01 00:00:00,00853101  ,1202,219.00,2024-10-23 18:51:00,3,1,2024-11-21 03:16:03.455857000
2024-10-26,6927,14391896907,1,99254,V,1,0,0,12,974963,0,3,3,0,49,184,3,0,0.00,1901-01-01 00:00:00,357419    ,3345,269.00,2024-11-03 18:17:00,6,1,2024-11-21 03:16:03.455857000
2024-10-26,6927,14391566907,1,81120,V,1,0,0,11,974915,0,3,2,0,40,184,3,1,0.00,1901-01-01 00:00:00,1105942   ,3388,230.00,2024-11-05 13:50:00,4,1,2024-11-21 03:16:03.455857000
2024-10-23,7227,17924487207,1,45164,V,1,0,0,11,1152572,0,3,2,0,45,184,3,1,0.00,1901-01-01 00:00:00,206886    ,126,244.00,2024-11-04 14:07:00,9,1,2024-11-21 03:16:03.455857000
2024-10-30,7119,2285907099,1,27865,V,1,0,0,11,321276,0,2,3,0,19,184,3,-1,0.00,1901-01-01 00:00:00,00853107  ,1197,291.00,2024-11-11 12:02:00,4,9,2024-11-21 03:16:03.455857000
2024-10-25,6192,11519216172,1,73699,V,1,0,0,12,758725,0,3,4,0,8,184,3,-1,0.00,1901-01-01 00:00:00,1049636   ,3593,250.00,2024-11-02 19:11:00,1,1,2024-11-21 03:16:03.455857000
2024-10-12,7061,6890617041,1,93857,V,1,0,0,11,871023,0,5,5,0,100,184,3,0,0.00,1901-01-01 00:00:00,00822504  ,7738,393.00,2024-10-23 18:20:00,5,1,2024-11-21 03:16:03.455857000
2024-10-12,7061,6890617041,1,93857,V,1,0,0,11,871023,0,5,5,0,100,184,3,0,0.00,1901-01-01 00:00:00,00822504  ,7738,393.00,2024-10-23 18:20:00,5,1,2024-11-21 03:16:03.455857000
2024-10-26,6833,23157356813,1,185300,V,1,0,0,12,1613511,0,3,3,0,51,184,3,0,0.00,1901-01-01 00:00:00,1152927   ,1351,255.00,2024-11-03 12:49:00,5,1,2024-11-21 03:16:03.455857000
2024-10-14,7408,10755637388,1,159750,V,1,0,0,10,1285499,0,4,4,0,39,184,3,0,0.00,1901-01-01 00:00:00,1144037   ,1677,437.00,2024-10-27 18:15:00,1,1,2024-11-21 03:16:03.455857000
2024-10-28,6611,2165396591,1,24430,V,1,0,0,11,266954,0,3,3,0,2,184,3,0,0.00,1901-01-01 00:00:00,1109693   ,1345,191.00,2024-11-04 16:57:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,6135,2341826115,1,29208,V,1,0,0,11,300470,0,2,3,0,87,184,3,-1,0.00,1901-01-01 00:00:00,00953901  ,2809,173.00,2024-11-09 18:49:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,6186,2005986166,1,271622,V,0,0,0,11,271622,0,0,48,0,0,184,3,0,18480.00,1901-01-01 00:00:00,999999    ,0,385.00,2024-11-15 12:34:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,6135,2341526115,1,36835,V,1,0,0,11,300425,0,3,3,0,88,184,3,0,0.00,1901-01-01 00:00:00,00931402  ,2247,247.00,2024-11-03 12:30:00,9,1,2024-11-21 03:16:03.455857000
2024-10-24,6133,3939846113,1,493815,V,0,0,0,11,493815,0,0,96,0,0,184,3,0,22176.00,1901-01-01 00:00:00,999999    ,0,231.00,2024-11-02 11:24:00,1,1,2024-11-21 03:16:03.455857000
2024-10-29,6133,3944306113,1,64197,V,1,0,0,10,494521,0,2,3,0,71,184,3,-1,0.00,1901-01-01 00:00:00,00912217  ,7294,403.00,2024-11-08 20:26:00,1,1,2024-11-21 03:16:03.455857000
2024-10-22,6464,12681526444,1,112800,V,1,0,0,11,1033831,0,4,4,0,38,184,3,0,0.00,1901-01-01 00:00:00,1154746   ,1504,363.00,2024-10-29 18:19:00,2,1,2024-11-21 03:16:03.455857000
2024-10-27,6163,13291546143,1,159446,V,1,0,0,10,1327155,0,3,3,0,44,184,3,0,0.00,1901-01-01 00:00:00,1154118   ,1145,381.00,2024-11-03 16:01:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,6151,38637486131,1,422841,V,0,0,0,11,422841,0,0,154,0,0,184,3,0,45584.00,1901-01-01 00:00:00,999999    ,0,296.00,2024-11-15 13:47:00,7,1,2024-11-21 03:16:03.455857000
2024-10-28,6275,2147756255,1,247241,V,0,0,0,11,247241,0,0,78,0,0,184,3,0,30264.00,1901-01-01 00:00:00,999999    ,0,388.00,2024-11-12 14:25:00,6,1,2024-11-21 03:16:03.455857000
2024-10-24,6582,2505886562,1,328447,V,0,0,0,10,328447,0,0,102,0,0,184,3,0,40494.00,1901-01-01 00:00:00,999999    ,0,397.00,2024-11-08 21:02:00,8,1,2024-11-21 03:16:03.455857000
2024-10-30,6189,24975636169,1,1913126,V,0,0,0,11,1913126,0,0,0,0,0,291,3,0,25440.00,1901-01-01 00:00:00,999999    ,0,265.00,2024-11-09 18:10:00,7,1,2024-11-21 03:16:03.455857000
2024-10-26,6186,2005826166,1,19355,V,1,0,0,11,271593,0,3,3,0,31,184,3,0,0.00,1901-01-01 00:00:00,00854604  ,3863,462.00,2024-11-03 19:21:00,6,1,2024-11-21 03:16:03.455857000
2024-10-18,6162,2776926142,1,351815,V,0,0,0,11,351815,0,0,154,0,0,184,3,0,54824.00,1901-01-01 00:00:00,999999    ,0,356.00,2024-10-29 20:53:00,2,1,2024-11-21 03:16:03.455857000
2024-10-21,6257,15827566237,1,173074,V,1,0,0,11,1623137,0,3,3,0,25,184,3,0,0.00,1901-01-01 00:00:00,00957008  ,6387,366.00,2024-11-03 17:16:00,8,1,2024-11-21 03:16:03.455857000
2024-10-21,6257,15827566237,1,173074,V,1,0,0,11,1623137,0,3,3,0,25,184,3,0,0.00,1901-01-01 00:00:00,00957008  ,6387,366.00,2024-11-03 17:16:00,8,1,2024-11-21 03:16:03.455857000
2024-10-27,6590,14365306570,1,156166,V,1,0,0,11,1411673,0,3,3,0,61,400,3,0,0.00,1901-01-01 00:00:00,00926721  ,2625,427.00,2024-11-03 16:10:00,1,1,2024-11-21 03:16:03.455857000
2024-10-18,7057,4026197037,1,46894,V,1,0,0,10,518918,0,4,5,0,16,184,3,-1,0.00,1901-01-01 00:00:00,310712    ,3767,272.00,2024-10-28 17:09:00,7,1,2024-11-21 03:16:03.455857000
2024-10-24,7107,10968447087,1,41407,V,1,0,0,11,1210939,0,3,3,0,94,184,3,0,0.00,1901-01-01 00:00:00,1144899   ,4015,346.00,2024-11-03 16:47:00,8,1,2024-11-21 03:16:03.455857000
2024-10-24,7107,10968447087,1,41407,V,1,0,0,11,1210939,0,3,3,0,94,184,3,0,0.00,1901-01-01 00:00:00,1144899   ,4015,346.00,2024-11-03 16:47:00,8,1,2024-11-21 03:16:03.455857000
2024-10-22,7227,17924147207,1,105209,V,1,0,0,10,1152523,0,3,4,0,40,184,3,-1,0.00,1901-01-01 00:00:00,1129065   ,9001,304.00,2024-11-03 19:05:00,1,1,2024-11-21 03:16:03.455857000
2024-10-21,6257,15827536237,1,180082,V,1,0,0,12,1623134,0,4,4,0,2,184,3,0,0.00,1901-01-01 00:00:00,00996812  ,2938,400.00,2024-10-28 17:04:00,9,1,2024-11-21 03:16:03.455857000
2024-10-26,6700,16519806680,1,65295,V,1,0,0,11,1810029,0,0,3,0,39,291,3,0,0.00,1901-01-01 00:00:00,00803402  ,5045,243.00,2024-11-03 00:00:00,6,1,2024-11-21 03:16:03.455857000
2024-10-13,6956,6088656936,1,597971,V,0,0,0,12,597971,0,0,96,0,0,184,3,0,39552.00,1901-01-01 00:00:00,999999    ,0,412.00,2024-11-01 13:37:00,3,1,2024-11-21 03:16:03.455857000
2024-10-24,6927,14389836907,1,974618,V,0,0,0,11,974618,0,0,0,0,0,291,3,0,21384.00,1901-01-01 00:00:00,999999    ,0,297.00,2024-11-04 10:49:00,9,1,2024-11-21 03:16:03.455857000
2024-10-27,7204,7337107184,1,750127,V,0,0,0,11,750127,0,0,72,0,0,184,3,0,29448.00,1901-01-01 00:00:00,999999    ,0,409.00,2024-11-03 12:22:00,2,1,2024-11-21 03:16:03.455857000
2024-10-14,6833,23143296813,1,184255,V,1,0,0,11,1611367,0,4,5,0,63,184,3,-1,0.00,1901-01-01 00:00:00,1071039   ,1523,227.00,2024-10-26 19:53:00,2,1,2024-11-21 03:16:03.455857000
2024-10-29,6749,18337586729,1,115408,V,1,0,0,11,1228105,0,2,2,0,24,184,3,0,0.00,1901-01-01 00:00:00,1117042   ,4408,308.00,2024-11-10 10:53:00,8,1,2024-11-21 03:16:03.455857000
2024-10-09,6917,16871956897,1,96832,V,1,0,0,11,1105490,0,5,6,0,17,184,3,-1,0.00,1901-01-01 00:00:00,1104418   ,2158,449.00,2024-10-21 10:41:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,6927,14391646907,1,93263,V,1,0,0,11,974930,0,3,3,0,37,400,3,0,0.00,1901-01-01 00:00:00,1109404   ,1999,369.00,2024-11-03 15:43:00,8,1,2024-11-21 03:16:03.455857000
2024-10-21,6833,23151046813,1,129565,V,1,0,0,11,1612570,0,4,4,0,55,184,3,0,0.00,1901-01-01 00:00:00,1151541   ,1295,291.00,2024-10-28 15:17:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,6998,9834756978,1,81989,V,1,0,0,11,1009870,0,3,3,0,83,184,3,0,0.00,1901-01-01 00:00:00,1141359   ,1323,379.00,2024-11-02 09:57:00,1,1,2024-11-21 03:16:03.455857000
2024-10-28,6700,16521486680,1,1810281,V,0,0,0,11,1810281,0,0,96,0,0,184,3,0,39936.00,1901-01-01 00:00:00,999999    ,0,416.00,2024-11-06 14:16:00,2,1,2024-11-21 03:16:03.455857000
2024-10-30,6133,3944496113,1,63398,V,1,0,0,11,494573,0,3,3,0,68,184,3,0,0.00,1901-01-01 00:00:00,00912220  ,3957,221.00,2024-11-06 13:56:00,7,1,2024-11-21 03:16:03.455857000
2024-10-25,6334,3876176314,1,33662,V,1,0,0,11,458941,0,3,3,0,35,184,3,0,0.00,1901-01-01 00:00:00,1088342   ,1121,395.00,2024-11-02 19:24:00,9,1,2024-11-21 03:16:03.455857000
2024-10-12,7057,4023897037,1,18158,V,1,0,0,11,518497,0,5,5,0,23,184,3,0,0.00,1901-01-01 00:00:00,1126448   ,3518,354.00,2024-10-20 19:42:00,4,1,2024-11-21 03:16:03.455857000
2024-10-25,6207,4876186187,1,85394,V,1,0,0,11,605349,0,3,3,0,31,184,3,0,0.00,1901-01-01 00:00:00,00805209  ,1549,192.00,2024-11-02 20:13:00,4,1,2024-11-21 03:16:03.455857000
2024-10-28,6590,14365996570,1,138477,V,1,0,0,11,1411800,0,2,3,0,37,184,3,-1,0.00,1901-01-01 00:00:00,00834201  ,8076,445.00,2024-11-10 14:17:00,7,1,2024-11-21 03:16:03.455857000
2024-10-28,6590,14365996570,1,138477,V,1,0,0,11,1411800,0,2,3,0,37,184,3,-1,0.00,1901-01-01 00:00:00,00834201  ,8076,445.00,2024-11-10 14:17:00,7,1,2024-11-21 03:16:03.455857000
2024-10-25,7204,7336207184,1,44742,V,1,0,0,11,749998,0,3,3,0,17,184,3,0,0.00,1901-01-01 00:00:00,00851800  ,950,261.00,2024-11-01 15:44:00,3,1,2024-11-21 03:16:03.455857000
2024-10-28,6257,15835646237,1,1624534,V,1,0,0,10,1624534,0,2,2,0,106,184,3,0,0.00,1901-01-01 00:00:00,00891706  ,390,535.00,2024-11-08 19:47:00,8,1,2024-11-21 03:16:03.455857000
2024-10-28,6589,3113226569,1,15345,V,1,0,0,11,375459,0,3,3,0,5,184,3,0,0.00,1901-01-01 00:00:00,00812301  ,3855,255.00,2024-11-04 19:55:00,3,1,2024-11-21 03:16:03.455857000
2024-10-22,6943,17314676923,1,243078,V,1,0,0,10,2017500,0,3,5,0,62,184,3,-2,0.00,1901-01-01 00:00:00,00912247  ,1633,415.00,2024-11-03 19:15:00,2,1,2024-11-21 03:16:03.455857000
2024-10-22,5416,6696705396,1,30250,V,1,0,0,11,810712,0,3,4,0,40,184,3,-1,0.00,1901-01-01 00:00:00,1129065   ,9019,534.00,2024-11-01 17:03:00,1,1,2024-11-21 03:16:03.455857000
2024-10-22,5416,6696705396,1,30250,V,1,0,0,11,810712,0,3,4,0,40,184,3,-1,0.00,1901-01-01 00:00:00,1129065   ,9019,534.00,2024-11-01 17:03:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,5413,9924845393,1,83071,V,1,0,0,11,973206,0,3,3,0,2,184,3,0,0.00,1901-01-01 00:00:00,1032960   ,630,307.00,2024-11-03 16:42:00,7,1,2024-11-21 03:16:03.455857000
2024-10-28,5562,12041935542,1,1103432,V,0,0,0,11,1103432,0,0,154,0,0,184,3,0,28644.00,1901-01-01 00:00:00,999999    ,0,186.00,2024-11-04 14:54:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,5416,6699285396,1,70703,V,1,0,0,10,811068,0,3,4,0,42,184,3,-1,0.00,1901-01-01 00:00:00,1145713   ,10,190.00,2024-11-02 10:19:00,5,1,2024-11-21 03:16:03.455857000
2024-10-17,2220,6356382200,1,79691,V,1,0,0,11,794711,0,4,4,0,11,184,3,0,0.00,1901-01-01 00:00:00,311833    ,4575,189.00,2024-10-27 12:29:00,3,1,2024-11-21 03:16:03.455857000
2024-10-22,2492,5267462472,1,56912,V,1,0,0,11,635661,0,0,6,0,41,291,3,-4,0.00,1901-01-01 00:00:00,760430    ,5628,262.00,2024-11-02 00:00:00,2,1,2024-11-21 03:16:03.455857000
2024-10-15,2264,8999622244,1,105036,V,1,0,0,11,990271,0,4,5,0,27,184,3,-1,0.00,1901-01-01 00:00:00,00992607  ,3598,335.00,2024-10-25 14:12:00,2,1,2024-11-21 03:16:03.455857000
2024-10-23,2236,5120942216,1,67552,V,1,0,0,11,681849,0,4,3,0,45,184,3,1,0.00,1901-01-01 00:00:00,311398    ,1976,336.00,2024-10-30 12:42:00,9,1,2024-11-21 03:16:03.455857000
2024-10-12,2471,23499552451,1,167417,V,1,0,0,10,1634049,0,5,5,0,24,184,3,0,0.00,1901-01-01 00:00:00,1120906   ,4408,198.00,2024-10-21 13:00:00,1,1,2024-11-21 03:16:03.455857000
2024-10-23,2426,12133712406,1,64387,V,1,0,0,11,804995,0,3,4,0,29,184,3,-1,0.00,1901-01-01 00:00:00,1116557   ,2419,386.00,2024-11-02 20:48:00,8,1,2024-11-21 03:16:03.455857000
2024-10-25,2293,11298202273,1,63798,V,1,0,0,11,1045290,0,3,4,0,21,184,3,-1,0.00,1901-01-01 00:00:00,1065279   ,478,303.00,2024-11-03 19:06:00,9,1,2024-11-21 03:16:03.455857000
2024-10-25,2225,4362472205,1,533380,V,0,0,0,11,533380,0,0,39,0,0,184,3,0,13533.00,1901-01-01 00:00:00,999999    ,0,347.00,2024-11-03 17:26:00,1,1,2024-11-21 03:16:03.455857000
2024-10-27,9999,1314569979,1,176399,V,0,0,0,11,176399,0,0,102,0,0,184,3,0,24480.00,1901-01-01 00:00:00,999999    ,0,240.00,2024-11-03 14:38:00,9,1,2024-11-21 03:16:03.455857000
2024-10-30,9812,1402179792,1,15629,V,1,0,0,10,173349,0,2,2,0,34,184,3,0,0.00,1901-01-01 00:00:00,527166    ,3781,364.00,2024-11-10 14:28:00,2,1,2024-11-21 03:16:03.455857000
2024-10-26,9902,771179882,1,107443,V,0,0,0,11,107443,0,0,52,0,0,184,3,0,12584.00,1901-01-01 00:00:00,999999    ,0,242.00,2024-11-04 13:06:00,1,1,2024-11-21 03:16:03.455857000
2024-10-20,10001,758949981,1,5373,V,1,0,0,11,101099,0,3,3,0,10,184,3,0,0.00,1901-01-01 00:00:00,1117345   ,1449,173.00,2024-11-01 20:06:00,3,1,2024-11-21 03:16:03.455857000
2024-10-22,9809,1873839789,1,38801,V,1,0,0,10,244364,0,0,2,0,11,291,3,-1,0.00,1901-01-01 00:00:00,00993702  ,1027,397.00,2024-11-03 00:00:00,1,1,2024-11-21 03:16:03.455857000
2024-10-15,729,1950918709,1,1169276,V,0,0,0,11,1169276,0,0,72,0,0,184,3,0,16848.00,1901-01-01 00:00:00,999999    ,0,234.00,2024-10-25 17:37:00,7,1,2024-11-21 03:16:03.455857000
2024-10-13,1087,16793051067,1,109280,V,1,0,0,10,937008,0,5,5,0,5,184,3,0,0.00,1901-01-01 00:00:00,00994806  ,7779,464.00,2024-10-21 14:05:00,4,1,2024-11-21 03:16:03.455857000
2024-10-26,2412,4621302392,1,64171,V,1,0,0,11,551070,0,3,3,0,1,184,3,0,0.00,1901-01-01 00:00:00,00981208  ,3144,298.00,2024-11-02 13:38:00,6,1,2024-11-21 03:16:03.455857000
2024-10-26,9720,14307789700,1,1101893,V,0,0,0,11,1101893,0,0,96,0,0,184,3,0,21888.00,1901-01-01 00:00:00,999999    ,0,228.00,2024-11-09 14:48:00,9,1,2024-11-21 03:16:03.455857000
2024-10-25,2220,6362162200,1,795590,V,0,0,0,11,795590,0,0,72,0,0,184,3,0,21384.00,1901-01-01 00:00:00,999999    ,0,297.00,2024-11-01 12:49:00,1,1,2024-11-21 03:16:03.455857000
2024-10-27,2232,7736702212,1,920990,V,0,0,0,11,920990,0,0,96,0,0,184,3,0,21120.00,1901-01-01 00:00:00,999999    ,0,220.00,2024-11-12 19:44:00,3,1,2024-11-21 03:16:03.455857000
2024-10-26,2416,9947442396,1,88670,V,1,0,0,11,803652,0,3,3,0,36,184,3,0,0.00,1901-01-01 00:00:00,00926810  ,7310,281.00,2024-11-02 16:21:00,4,1,2024-11-21 03:16:03.455857000
2024-10-26,2237,5169302217,1,620445,V,0,0,0,11,620445,0,0,154,0,0,184,3,0,30954.00,1901-01-01 00:00:00,999999    ,0,201.00,2024-11-06 19:17:00,9,1,2024-11-21 03:16:03.455857000
2024-10-26,2293,11299072273,1,119071,V,1,0,0,11,1045435,0,3,3,0,20,184,3,0,0.00,1901-01-01 00:00:00,225291    ,3583,245.00,2024-11-04 19:41:00,8,51,2024-11-21 03:16:03.455857000
2024-10-26,2226,6218952206,1,727572,V,0,0,0,11,727572,0,0,52,0,0,184,3,0,14300.00,1901-01-01 00:00:00,999999    ,0,275.00,2024-11-04 17:15:00,7,1,2024-11-21 03:16:03.455857000
2024-10-12,2523,18656342503,1,97267,V,1,0,0,11,1074935,0,4,4,0,68,184,1,0,0.00,1901-01-01 00:00:00,00928303  ,7491,234.00,2024-10-24 15:25:00,5,1,2024-11-21 03:16:03.455857000
2024-10-25,2250,8061332230,1,83822,V,1,0,0,11,948445,0,3,3,0,6,184,3,0,0.00,1901-01-01 00:00:00,1081332   ,2549,219.00,2024-11-02 14:47:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,2455,10141232435,1,60685,V,1,0,0,11,669329,0,3,4,0,41,184,3,-1,0.00,1901-01-01 00:00:00,00834004  ,4687,286.00,2024-11-03 14:34:00,1,1,2024-11-21 03:16:03.455857000
2024-10-27,2413,4780492393,1,583784,V,0,0,0,11,583784,0,0,102,0,0,184,3,0,31620.00,1901-01-01 00:00:00,999999    ,0,310.00,2024-11-13 18:57:00,9,1,2024-11-21 03:16:03.455857000
2024-10-27,2412,4621902392,1,65796,V,1,0,0,11,551165,0,2,3,0,1,184,3,-1,0.00,1901-01-01 00:00:00,00981208  ,3137,219.00,2024-11-08 17:23:00,2,1,2024-11-21 03:16:03.455857000
2024-10-15,2245,5064342225,1,60566,V,1,0,0,11,611870,0,5,5,0,10,184,3,0,0.00,1901-01-01 00:00:00,1137480   ,1833,229.00,2024-10-22 20:27:00,6,1,2024-11-21 03:16:03.455857000
2024-10-26,2238,6375842218,1,86461,V,1,0,0,11,766325,0,3,3,0,20,184,3,0,0.00,1901-01-01 00:00:00,00804502  ,276,170.00,2024-11-02 20:42:00,2,1,2024-11-21 03:16:03.455857000
2024-10-20,2523,18661282503,1,127628,V,1,0,0,12,1075737,0,3,4,0,69,184,3,-1,0.00,1901-01-01 00:00:00,00928305  ,5154,463.00,2024-11-02 17:53:00,5,1,2024-11-21 03:16:03.455857000
2024-10-18,9720,14302439700,1,119911,V,1,0,0,11,1101089,0,4,4,0,38,184,3,0,0.00,1901-01-01 00:00:00,1151383   ,1468,392.00,2024-10-26 18:47:00,1,1,2024-11-21 03:16:03.455857000
2024-10-18,9720,14302439700,1,119911,V,1,0,0,11,1101089,0,4,4,0,38,184,3,0,0.00,1901-01-01 00:00:00,1151383   ,1468,392.00,2024-10-26 18:47:00,1,1,2024-11-21 03:16:03.455857000
2024-10-22,2306,17622492286,1,138094,V,1,0,0,11,1249101,0,3,3,0,27,184,3,0,0.00,1901-01-01 00:00:00,00991902  ,8882,262.00,2024-11-02 19:40:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,2224,3755232204,1,458722,V,0,0,0,11,458722,0,0,72,0,0,184,3,0,15768.00,1901-01-01 00:00:00,999999    ,0,219.00,2024-11-05 17:55:00,7,1,2024-11-21 03:16:03.455857000
2024-10-22,10000,2790809980,1,40549,V,1,0,0,11,320657,0,3,3,0,14,184,3,0,0.00,1901-01-01 00:00:00,00994102  ,5666,313.00,2024-11-04 13:08:00,6,1,2024-11-21 03:16:03.455857000
